iceberg_id,latitude,longitude,area_km2,confidence,timestamp,pixel_count,id,size_major_km,size_minor_km
IB_133,-66.054399,136.228594,0.0672,0.6954,2021-03-10 10:48:42,42,IB_133,0.2925093116572581,0.2925093116572581
IB_134,-65.819842,135.803297,0.0672,0.8107,2021-03-10 10:48:42,42,IB_134,0.2925093116572581,0.2925093116572581
IB_135,-66.134945,136.171976,0.0656,0.8008,2021-03-10 10:48:42,41,IB_135,0.2890060797537427,0.2890060797537427
IB_136,-65.952269,136.075587,0.0656,0.9167,2021-03-10 10:48:42,41,IB_136,0.2890060797537427,0.2890060797537427
IB_137,-65.77828,135.794759,0.0656,0.8931,2021-03-10 10:48:42,41,IB_137,0.2890060797537427,0.2890060797537427
IB_138,-65.837158,135.753569,0.064,0.8072,2021-03-10 10:48:42,40,IB_138,0.2854598585844434,0.2854598585844434
IB_139,-65.862927,135.9351,0.064,0.5497,2021-03-10 10:48:42,40,IB_139,0.2854598585844434,0.2854598585844434
IB_140,-66.035612,136.290196,0.0624,0.841,2021-03-10 10:48:42,39,IB_140,0.2818690255978371,0.2818690255978371
IB_141,-65.954625,136.205926,0.0624,0.8594,2021-03-10 10:48:42,39,IB_141,0.2818690255978371,0.2818690255978371
IB_142,-66.014292,136.318102,0.0608,0.8784,2021-03-10 10:48:42,38,IB_142,0.27823185353208196,0.27823185353208196
IB_143,-65.938804,136.076022,0.0592,0.7443,2021-03-10 10:48:42,37,IB_143,0.27454650070310793,0.27454650070310793
IB_144,-65.98375,136.299208,0.0592,0.9064,2021-03-10 10:48:42,37,IB_144,0.27454650070310793,0.27454650070310793
IB_145,-65.871785,135.821342,0.0576,0.6233,2021-03-10 10:48:42,36,IB_145,0.270811000102923,0.270811000102923
IB_146,-65.956622,136.21841,0.0576,0.8847,2021-03-10 10:48:42,36,IB_146,0.270811000102923,0.270811000102923
IB_147,-66.086498,136.231989,0.0544,0.7937,2021-03-10 10:48:42,34,IB_147,0.26318098569918164,0.26318098569918164
IB_148,-65.882481,136.235543,0.0544,0.9054,2021-03-10 10:48:42,34,IB_148,0.26318098569918164,0.26318098569918164
IB_149,-66.114069,136.095887,0.0496,0.7821,2021-03-10 10:48:42,31,IB_149,0.2513019725725687,0.2513019725725687
IB_150,-65.976929,136.259494,0.0496,0.8354,2021-03-10 10:48:42,31,IB_150,0.2513019725725687,0.2513019725725687
IB_151,-65.832975,135.935392,0.0496,0.6686,2021-03-10 10:48:42,31,IB_151,0.2513019725725687,0.2513019725725687
IB_152,-65.972984,136.461634,0.0496,0.8386,2021-03-10 10:48:42,31,IB_152,0.2513019725725687,0.2513019725725687
IB_153,-65.702863,136.167553,0.0496,0.7834,2021-03-10 10:48:42,31,IB_153,0.2513019725725687,0.2513019725725687
IB_154,-65.98934,136.214823,0.048,0.7995,2021-03-10 10:48:42,30,IB_154,0.24721548929484133,0.24721548929484133
IB_155,-65.797687,135.738545,0.048,0.8835,2021-03-10 10:48:42,30,IB_155,0.24721548929484133,0.24721548929484133
IB_156,-66.017955,136.298425,0.0464,0.857,2021-03-10 10:48:42,29,IB_156,0.24306031118985993,0.24306031118985993
IB_157,-65.978704,136.162661,0.0448,0.863,2021-03-10 10:48:42,28,IB_157,0.23883285285767386,0.23883285285767386
IB_158,-65.988023,136.402347,0.0448,0.8681,2021-03-10 10:48:42,28,IB_158,0.23883285285767386,0.23883285285767386
IB_159,-65.695363,136.083533,0.0448,0.6507,2021-03-10 10:48:42,28,IB_159,0.23883285285767386,0.23883285285767386
IB_160,-66.129966,136.174217,0.0432,0.7307,2021-03-10 10:48:42,27,IB_160,0.23452920571340158,0.23452920571340158
IB_161,-65.821728,135.743386,0.0432,0.6647,2021-03-10 10:48:42,27,IB_161,0.23452920571340158,0.23452920571340158
IB_162,-65.815401,135.765793,0.0432,0.8497,2021-03-10 10:48:42,27,IB_162,0.23452920571340158,0.23452920571340158
IB_163,-65.801691,135.741924,0.0416,0.577,2021-03-10 10:48:42,26,IB_163,0.2301450956700637,0.2301450956700637
IB_164,-65.865515,135.783499,0.04,0.5851,2021-03-10 10:48:42,25,IB_164,0.22567583341910252,0.22567583341910252
IB_165,-65.872672,135.999071,0.04,0.6996,2021-03-10 10:48:42,25,IB_165,0.22567583341910252,0.22567583341910252
IB_166,-65.745181,135.791209,0.04,0.7984,2021-03-10 10:48:42,25,IB_166,0.22567583341910252,0.22567583341910252
IB_167,-65.936313,136.459004,0.04,0.7379,2021-03-10 10:48:42,25,IB_167,0.22567583341910252,0.22567583341910252
IB_168,-66.042121,136.155588,0.0384,0.7651,2021-03-10 10:48:42,24,IB_168,0.22111625566165471,0.22111625566165471
IB_169,-65.850268,135.765817,0.0384,0.8281,2021-03-10 10:48:42,24,IB_169,0.22111625566165471,0.22111625566165471
IB_170,-65.701685,136.301576,0.0384,0.5019,2021-03-10 10:48:42,24,IB_170,0.22111625566165471,0.22111625566165471
IB_171,-65.828054,135.988123,0.0368,0.8293,2021-03-10 10:48:42,23,IB_171,0.2164606551922404,0.2164606551922404
